Spenatsoppa veg. hemlagad;431;36;2;0.8;2.2;0.9;1.9;0.3
Vitkål stuvad hemlagad;432;69;3.3;1.2;6.8;4.1;2.3;0.7
Blomkål gratinerad;433;92;4.9;2.4;6.2;4.2;5.1;0.9
Blomkål kokt m. salt;434;24;0.2;0;2.6;2.7;1.9;0.4
Blomkål stuvad;435;60;2.6;0.9;5.5;3.7;2.9;0.8
Gröna bönor stuvade;436;56;2.1;0.6;5.8;2.1;2.4;0.7
Grönkålssoppa;437;32;1.9;0.2;2.1;0.5;1.2;1.2
Grönsakssoppa redd ängamat veg. ;438;50;3.3;1.8;2.9;2.7;2;0.7
Grönsaksbiff stekt veg.;439;116;5.4;1.1;10.3;1.5;4.7;1.4
Grönsallat m. vinägrettsås;440;130;12.9;0.9;2.6;1.6;1;1
Sallad m. grönsallat gurka tomat vinägrettsås;441;113;11;0.8;2.6;1.7;0.8;0.8
Grönsallat m. gräddfilsås;442;176;17.1;4.1;4.1;3.3;1.7;0.7
Sallad m. grönsallat gurka tomat gräddfilsås;443;159;15.3;3.6;3.9;3.2;1.5;0.6
Sallad m. grönsallat gurka tomat paprika u. dressing;444;17;0.1;0;2.6;2.6;0.9;0
Gurka inlagd hemlagad;445;42;0;0;9.6;8.6;0.7;0.3
Lök stekt m. olja el. flytande margarin salt;446;53;1.1;0.1;8.2;5.1;1.3;1.2
Löksås;447;118;7.6;2.4;11;7.7;1;1.9
Lök gul kokt m. salt;448;39;0.1;0;7.3;4.5;1.2;0.4
Nässelsoppa;450;37;2.7;0.3;1.7;0.2;1.3;1.3
Paprika förvälld;451;28;0.2;0;5;5.8;0.6;0.5
Purjolök kokt m. salt;452;30;0.1;0;4.1;4;1.6;0.4
Rödkål tillagad;453;61;2.1;0.2;8.3;7.8;0.8;0.7
Sparris stuvad;454;62;2.7;0.9;5.4;2.7;3.6;0.6
Spenat fräst m. olja el. flytande margarin salt;455;28;1;0.1;0.6;0.8;2.8;1.7
Spenat stuvad;456;58;4;2.3;2.2;1.3;2.6;0.2
Champinjon stekt;457;44;1.4;0.1;3.4;0.1;3;1.2
Champinjon stuvad;458;173;15.1;5.8;5.8;3;3.4;0.9
Champinjonsås hemlagad;459;136;12.1;4.5;4.6;0.8;2.1;2.2
Tomatsallad m. vinägrett;460;54;4.2;0.3;2.7;2.6;0.8;0.6
Tomatsås italiensk;461;93;7.4;0.6;4.9;4.1;1.1;1.5
Tomatsalsa kall;462;22;0.1;0;3.4;2.8;1;1.3
Vitkålssoppa tillagad veg.;464;32;1.7;0.2;2.6;2.8;0.8;0.7
Vitkål kokt m. salt;465;30;0.1;0;4.7;5.7;1.1;0.4
Brunkål;466;48;1;0.1;7;7.7;1.4;1.3
Vitkålssallad pizzasallad;467;88;7.2;0.5;4.1;4.5;0.9;0.6
Vitkålssallad m. lingonsylt;468;61;0.1;0;12.8;12.3;0.9;0
Aubergine kokt m. salt;469;24;0.1;0;2.8;3.3;1.4;0.5
Aubergine stekt m. olja el. flytande margarin salt;470;72;5.8;0.6;2.6;3.1;1.3;1.7
Ärtor morot kokta m. salt;471;52;0.3;0.1;7.7;5.6;2.9;0.5
Ärtor morot stuvade;472;67;2.2;0.6;7.8;4.5;2.9;1
Ärtpurésoppa gröna ärtor tillagad veg. ;473;50;2.9;1.9;3.1;2;1.4;1
Gryta kikärtsgryta grönsaksgryta veg. ;478;61;1.9;0.2;6.6;3.8;2.4;0.6
Gratäng m. grönsaker rotfrukter veg.;479;94;4.4;2.6;8.8;3;3.7;0.5
Grönsakssoppa m. pasta tillagad pulver;480;30;0.8;0.1;4.2;2.5;0.9;1
Löksoppa fransk tillagad pulver m. vatten;481;25;0.2;0.1;5.2;0.3;0.4;0.9
Grönsakssoppa tillagad klar konserv.;482;15;0.1;0;2.3;1.6;0.6;1
Grönsakssoppa tillagad redd pulver m. vatten mjölk;484;49;2.2;0.9;5.1;2.4;1.7;1
Grönsakssoppa tillagad redd pulver;486;45;2.2;1;5.3;0.8;0.5;0.9
Gurka inlagd;487;59;0.7;0.2;11.4;6.1;0.7;2.1
Bostongurka;488;78;0.4;0.1;16.6;15.7;1;1.5
Gurka fermenterad u. lag;489;9;0;0;1;0.3;1;2.1
Saltgurka u. lag;490;15;0.2;0.1;1.4;0;0.9;3.5
Ättiksgurka u. lag;491;43;0.3;0.1;8.2;4.5;0.9;2.3
Kronärtskocka kokt;492;52;0.2;0;9.4;2;2.8;0.1
Champinjonsoppa tillagad pulver m. vatten mjölk;493;56;2.6;1.1;6.5;1.8;1.6;1
Champinjonsoppa tillagad redd m. mjölk konserv.;494;64;3.7;1.3;5.5;2.7;2.2;1
Majskolv kokt;495;100;1;0.1;17.3;1.7;3.3;0.6
Blomkålssoppa tillagad pulver m. vatten mjölk;496;51;2.2;1;5.9;1.8;1.6;0.9
Tomatsoppa tillagad pulver m. vatten;497;32;0.8;0.2;4.6;2.6;1;0.8
Tomatsoppa tillagad konserv. m. vatten mjölk;498;45;1.4;0.5;6.3;4.6;1.2;1
Sparrissoppa tillagad pulver m. vatten mjölk veg.;499;50;2.3;1.1;5.9;1.9;1.4;1
Rödkål konserv.;500;72;0.2;0;15;15;1.5;0
Champinjonsås tillagad pulver m. mjölk smör;501;113;7.5;4.1;7.6;4.1;3.6;1.2
Grönsaker blandade fermenterade;502;15;0.1;0;1.1;1.1;1.2;1.5
Grönsaksjuice fermenterad;503;22;0.1;0;3.5;2.1;1.5;0.2
Kåldolmar råa u. sås frysvara;504;88;5;2.1;5.2;2.6;5;1.1
Vitkålssoppa m. fläskkorv hemlagad;505;47;3.4;1.6;1.6;1.1;2.2;0.6
Minestronesoppa;506;51;2.1;0.7;5.3;2.5;2;0.8
Vitkålssoppa m. frikadeller;508;57;3.5;1;2.8;2.7;3.1;1
Gryta får i kål;510;54;1.8;0.8;2.1;2.5;6.7;0.6
Kåldolmar stekta hemlagade;511;102;5;1.6;8;5.1;5.4;1.2
Kålpudding;512;111;4.5;1.9;9.6;6.7;7.4;1.3
Sallad Caesarsallad el. kycklingsallad m. dressing;513;301;23.8;4.3;9.5;1.2;12.3;1
Moussaka ugnsstekt;515;117;7.6;2.8;4.7;3.5;6.8;0.8
Wokgrönsaker m. nudlar kyckling;518;101;4.6;1.1;8.6;4.4;5.6;0.8
Kycklingsallad m. ananas paprika vitlöksdressing;519;75;5.2;0.6;2.4;1.1;4.4;0.4
Granatäpple;520;56;0.6;0.1;7;10;0.7;0
Grapefrukt;521;43;0.5;0.1;8.3;6.9;0.9;0
Guava;522;33;0.1;0;4.8;4.9;0.6;0
Hallon;523;34;0.6;0;4.1;4.1;1.2;0
Hallon m. socker frysvara;524;82;0.2;0;17.6;14.3;0.7;0
Hjortron;525;54;0.9;0.1;7;7.7;1.3;0
Jordgubbar;526;41;0.2;0;8.3;7.9;0.5;0
Jordgubbar hela m. socker frysvara;527;86;0.1;0;19.7;15.4;0.5;0
Gratäng broccoligratäng veg. ;528;100;6.5;3.4;3.4;2.5;6.2;0.7
Sallad grekisk m. salladsost oliver;529;87;6.8;2.3;3.2;2.3;2.7;0.5
Grönsakssufflé;530;118;6.6;2.9;6.6;2.8;7.2;0.6
Gratäng grönsaksgratäng veg.;531;89;5.1;2;5.9;3.2;4.2;1.1
Grekisk sallad m. fetaost;532;77;6.1;4.1;2;2;2.9;1.2
Grönsaksbuljong pasta el. pulver storhushåll;535;238;8.8;4.4;24.6;12;14.9;42.6
Agar torkad;537;165;0.3;0;2.6;0;0.2;0.4
Svampprotein färs bitar filé kylvara el. frysvara;538;99;1.8;0.3;2.2;0.2;15.7;0.6
Gratäng broccoligratäng m. skinka;539;95;4.5;1.8;3.6;1.6;9.2;2
Wokgrönsaker m. nudlar veg.;543;81;4.1;0.6;8.1;4.6;1.7;0.7
Pastej veg.;544;249;20;14;9.1;1.9;7.6;1.5
Grönsaksbuljong ätf.;545;5;0.2;0.1;0.4;0.2;0.4;0.6
Honungsmelon;546;33;0.1;0;7;6.8;0.5;0
Nätmelon;547;37;0.3;0.1;7.1;5;0.9;0
Rabarber tillagad u. socker;548;12;0.2;0;0.4;1;0.4;0
Vattenmelon;549;34;0;0;7.5;8.7;0.6;0
Ananas;550;52;0.1;0;11.5;11.4;0.5;0
Apelsin;551;50;0.2;0;10.4;8.2;0.8;0
Aprikos;552;51;0.4;0;9.3;8.3;1.4;0
Banan;553;95;0.1;0;21.3;18.1;1.1;0
Björnbär;554;43;0.2;0;7.5;5.6;1.1;0
Blåbär;555;53;0.8;0;9.1;6.4;0.7;0
Blåbär frysvara;556;43;0.5;0;7.6;6.4;0.5;0
Blåbär m. socker frysvara;557;83;0.1;0;18.3;16.4;0.4;0
Cherimoya;558;84;0.3;0;17.7;11.7;1.2;0
Citron;559;50;0.7;0;7.6;2.6;0.9;0
Småcitrus clementin mandarin tangerin satsumas;560;54;0.2;0;11.4;9.6;0.8;0
Fikon;561;58;0.3;0.1;11.7;11.5;0.8;0
Fläderbär;562;67;0.5;0;11.4;6.5;0.7;0
Jordgubbar skivade m. socker frysvara;563;102;0.1;0;23.8;15.4;0.5;0
Kaktusfikon;564;39;0.5;0;6.7;7.1;0.7;0
Kiwi grön;565;55;0.9;0;9.6;8.3;0.8;0
Krusbär;566;38;0.6;0.1;5.7;5.4;0.8;0
Physalis;567;57;0.6;0.2;8.9;11.7;1.8;0
Kumquat;568;69;0.7;0.1;12.9;9.3;0.5;0
Kvitten;569;63;0.1;0;13.1;7.3;0.4;0
Surkörsbär;570;61;0.1;0;13.3;15.4;0.9;0
Sötkörsbär;571;69;0.1;0;14.7;14.6;1.1;0
Lime;572;47;0.2;0;10.3;0.6;0.7;0
Lingon;573;57;0.5;0;11;8.7;0.7;0
Mango;574;56;0.6;0.1;11.3;10.4;0.7;0
Banan kokbanan;575;136;0.4;0.2;30.4;1.4;1.3;0
Nektarin;576;53;0.3;0;10.9;9.8;0.9;0
Papaya;577;48;0.6;0.2;8.9;9.5;0.8;0
Paradisäpple;578;81;0.3;0;17.9;5.8;0.4;0
Passionsfrukt;579;87;0.7;0.1;12.9;6.2;2.2;0.1
Persika nektarin;580;43;0.1;0;8.6;7.8;0.7;0
Sharon;581;65;0.2;0;14.3;18.6;0.4;0
Plommon;582;47;0;0;10.2;7.2;0.5;0
Päron;583;54;0.1;0;11.5;11.3;0.3;0
Tranbär;584;46;0.2;0;8.9;3.4;0.4;0
Vinbär röda;585;48;0.2;0;8.7;7.5;1.2;0
Vinbär svarta;586;77;1.3;0.2;11.5;8.3;1.4;0
Vindruvor;587;70;0.2;0;15.6;16.1;0.6;0
Äpple m. skal;588;48;0;0;10.6;9.9;0;0
Äpple u. skal ;589;58;0.1;0;13.4;10.5;0;0
Hallon frysvara;590;38;0.5;0;5.4;3.4;1;0
Björnbär frysvara;591;58;0.5;0;8.8;7.9;1;0
Björnbär m. socker frysvara;592;69;0.5;0;12;12;1;0
Jordgubbar frysvara;593;33;0.3;0;6.4;4.7;0.5;0
Hallon blåbär frysvara;597;44;0.7;0;6.6;5.2;1;0
Apelsinskal;598;104;0.2;0;21.8;0;1.5;0
Aprikos torkad;599;190;0.5;0.1;41;39.4;2.2;0
Banan torkad;600;374;1.8;0.7;80.8;58.9;3.9;0
Blåbär torkade;601;330;1;0;69.8;45.9;4.6;0
Citronskal;602;64;0.3;0;11.9;0;1.5;0
Dadlar torkade;603;321;0.6;0;71.9;58;2.4;0
Fikon torkade;604;269;1.2;0.1;55.9;43.3;3.1;0.3
Katrinplommon torkade;605;219;0.3;0.1;48.6;36.5;2.3;0
Nypon torkat u. frön;606;328;1.4;0;68.4;61;3.7;0
Nyponsoppapulver berikad;607;384;0.2;0;91.1;71;0.7;0.1
Persika torkad;608;252;0.8;0.1;52.9;50.8;3.6;0
Päron torkade;609;282;0.6;0.1;63.4;42.3;1.9;0
Russin;610;285;0.5;0;64.4;61.5;1.9;0
Äpple torkat;611;257;0.3;0;57.2;57.2;0.9;0.2
Frukt torkad;612;266;0.5;0;56.8;42.1;3.3;0.1
Papaya torkad;613;263;0.6;0.2;57.6;52.2;3.4;0
Ananas konserv. m. juice;614;62;0.1;0;14.2;14.7;0.4;0
Ananas konserv. m. sockerlag;617;86;0.1;0;20.2;20;0.4;0
Aprikos konserv. m. juice;618;52;0;0;11.4;8.3;0.6;0
Aprikos konserv. m. sockerlag;619;118;0.1;0;27.7;18.5;0.5;0
Körsbär surkörsbär konserv. m. sockerlag;624;94;0.1;0;21.5;20.2;0.7;0
Persika konserv. m. sockerlag;625;83;0.1;0;19.5;16.6;0.4;0
Plommon konserv. m. sockerlag;626;94;0.1;0;21.8;19.1;0.4;0
Päron konserv. m. lättsockrad lag;627;60;0;0;13.8;9.1;0.2;0
Päron konserv. m. sockerlag;628;77;0.1;0;17.6;15.9;0.2;0
Äpple konserv.;629;69;0.5;0.1;14.9;15;0.2;0
Grapefrukt konserv. m. lättsockrad lag;630;63;0.1;0;14.6;15.5;0.6;0
Fruktcocktail konserv. m. sockerlag;632;81;0;0;18.9;19.2;0.4;0
Mandarin konserv. m. lättsockrad lag;633;65;0.1;0;14.6;14.5;0.4;0
Mango konserv. m. sockerlag;634;99;0.1;0;23.3;20.2;0.3;0
Apelsinsallad;635;109;4.7;0.6;14.3;11.8;1.5;0.2
Frukt bär konserv. osötad el. sötningsm.;637;35;0.1;0;7.6;7.4;0.4;0
Fruktsallad;638;56;0.3;0;11.8;10.4;0.6;0
Apelsinjuice färskpressad;641;48;0.2;0;10.6;8.2;0.7;0
Apelsinjuice konc. frysvara;642;165;0.2;0;37.5;32;2.4;0
Apelsinjuice drickf.;643;39;0.1;0;8.6;8;0.7;0
Citronjuice färskpressad;645;29;0;0;6.5;1.2;0.6;0
Citronjuice konc. konserv.;646;32;0.3;0;6.8;1.5;0.4;0
Småcitrusjuice färskpressad;647;44;0.2;0;9.9;5.5;0.5;0
Grapefruktjuice färskpressad;649;45;0.1;0;10.2;8.3;0.6;0
Limejuice färskpressad;652;40;0.1;0;9.1;1.6;0.4;0
Risgrynsgröt lättmjölk fett ca 1%;654;79;1.3;0.7;13.3;3.3;3.2;0.4
Risgrynsgröt;655;86;2.1;1.2;13.3;3.3;3.2;0.4
Limejuice konc. konserv.;657;28;0.2;0;6.2;0.7;0.2;0
Druvjuice konserv. drickf.;658;63;0;0;14.6;14.1;0.6;0
Äppeljuice drickf.;659;40;0;0;9.7;10.4;0.2;0
Ananasjuice konserv. drickf.;660;55;0.1;0;12.8;11.8;0.3;0
Apelsinjuice pastöriserad drickf.;661;43;0.1;0;9.8;8.4;0.6;0
Juice;662;40;0.1;0;8.9;8.5;0.6;0
Aprikosnektar pastöriserad drickf.;664;58;0.1;0;13.1;7.1;0.3;0
Persikonektar pastöriserad drickf.;665;55;0;0;13;11.5;0.3;0
Katrinplommondryck konserv. drickf.;670;70;0;0;15.5;13.2;0.6;0
Havredryck choklad fett 1,5%  berikad;672;71;1.6;0.2;12.3;7.2;1.2;0.2
Bovetegröt m. russin;675;106;0.6;0.1;22.2;10.9;2;0.5
Grahamsgröt;676;75;0.4;0.1;13.6;0.3;2.4;0.8
Havregrynsgröt fullkorn;677;66;1.2;0.2;11.3;0.2;1.7;0.8
Molinogröt grahamsmjöl m. torkad frukt linfrö;678;90;2.5;0.2;12.4;5.4;2.4;0.3
Frukostflingor ris puffat rostat osötat;679;383;0.9;0.2;86;0.3;6;0
Rågkross ångprep. fullkorn;680;323;1.5;0.2;61.1;2.4;9.2;0
Kornmjölsgröt;681;63;0.6;0.1;11.9;0.2;1.7;0.7
Mannagrynsgröt;682;78;1.7;1.1;11.1;4.6;4.3;0.4
Kruskagröt fullkorn m. havregryn vetekli russin;683;66;0.8;0.1;11.7;5.5;1.5;0.4
Rågmjölsgröt;684;75;0.4;0.1;13.6;0.5;1.9;0.9
Stuvning vit;685;100;5.5;1.6;8.3;5.5;4.3;1.4
Välling fullkorn berikad;694;70;1.9;0.8;9.2;5.5;3.6;0.2
Havrevälling hemlagad;695;78;1.5;0.7;12.7;9.3;2.8;0.7
Mannagrynsvälling hemlagad;696;67;1.7;1;9.2;6.3;3.7;0.7
Välling berikad;699;64;1.7;0.7;8.6;4.5;3.3;0.2
Havredryck fett 1,5% berikad;700;48;1.5;0.2;7.1;3.4;1;0.1
Havregryn fullkorn;702;375;7;1.1;64.1;1;9.5;0
Fiberhavregryn fullkorn havre m. vetekli;703;371;7.3;1.2;60.5;1.2;10;0
Havrekli;704;356;7;1.3;45;3.2;19;0
Korngryn ångprep. fullkorn;705;351;3.1;0.6;65.4;0.9;9.2;0
Frukostflingor majs osötad berikad typ cornflakes;706;380;0.9;0.2;82.5;9.3;8;1.8
Vetekross ångprep. fullkorn;707;328;2;0.2;61;0.5;10.2;0
Vetegroddar;708;349;9.4;1.6;31.4;16.4;27.5;0
Vetekli;709;294;5;0.8;30.4;3.1;16.6;0
Frukostflingor vete fullkorn typ Weetabix;710;366;2.5;0.3;68.4;5;11.3;0.8
Kruskakli grovt vetekli;711;269;5;0.8;24.9;1.3;12.7;0
Frukostflingor flingblandning fullkorn typ basmüsli;712;367;4.1;0.6;67.6;1.8;9.3;0.4
Frukostflingor ris puffat m. socker berikad;713;385;1.2;0.2;86.3;9.4;5.4;1.1
Frukostflingor vetekli rostat m. kornmalt;714;367;3.6;0.7;65.5;12.8;10.3;0.6
Frukostflingor ris puffat rostat m. socker kakao;716;393;2.6;1.3;85.2;35.8;4.6;0.8
Frukostflingor müsli fullkorn m. frukt bär;719;370;6.6;2.7;64.8;15.1;8.2;0.3
Frukostflingor müsli flingblandning fullkorn m. frukt nötter m. socker el. honung;721;369;3.8;0.5;70.6;29.1;8;0.4
Frukostflingor vetekli fullkorn berikad;724;364;2.8;0.4;66.8;22.9;9.9;1
Frukostflingor fullkorn typ Specialflingor;725;384;2.2;0.4;78.9;11.2;9;1.1
Frukostflingor vete puffat m. honung berikad;726;388;3;0.6;76.9;28.4;8.3;0
Frukostflingor majs m. socker berikad;727;382;0.9;0;86.4;35.9;4.3;0.8
Frukostflingor fullkorn m. socker berikad typ ringar;728;379;3.2;0.4;75.5;36.3;7.7;1.8
Pannkaka tunn hemlagad;731;186;5.8;1.1;25.9;6.2;6.5;0.6
Fattiga riddare;732;271;12.7;1.7;30.8;12.1;7.2;0.6
Pannkaka tunn lättmjölk;733;156;6.3;1.1;17.5;4;6.6;0.6
Ugnspannkaka lättmjölk;734;150;7;1.2;15.2;3.5;6.1;0.5
Ugnspannkaka mellanmjölk;735;158;7.8;1.7;15.2;3.5;6.1;0.5
Våffla m. ägg;736;281;19;2.6;21.8;3.2;5.5;0.7
Våffla u. ägg;737;322;24.9;14.9;21.4;1.7;3.3;0.1
Fläskpannkaka;739;195;12.8;4.5;12.5;2.8;7.5;1.1
Räkcrêpe m. mellanmjölk vispgrädde fyllning 44% hemlagad;740;149;7.8;3.8;11.3;2.4;8;0.9
Räkcrêpe värmd fyllning 37% frysvara;741;175;8;2.2;18.9;2.8;6.5;1.1
Champinjoncrêpe m. mellanmjölk vispgrädde veg. hemlagad;742;166;9.9;4.8;12.4;2.3;6.5;1
Baguette m. salami brieost soltorkad tomat sallad;743;240;13.4;5.7;19.7;2.8;9.3;1.8
Ciabatta m. mozzarella soltorkad tomat sallad;744;191;5.9;2;25.1;2.4;7.9;1
Bagel m. rökt lax färskost sallad;745;212;7;3;26.8;3;9;1.4
Champinjoncrêpe värmd veg. frysvara;746;163;6.8;1.5;19;2.7;5.4;0.9
Crêpefyllning m. spenat färskost fetaost skinka;747;134;9.6;6;1.7;1.1;10.2;2.2
Crêpes pannkaka tunn fylld;748;176;8.9;3.6;14.9;3.9;8.4;1.1
Vårrulle värmd frysvara;750;217;10.8;3;22.4;2.8;6.9;1.3
Vårrulle värmd tillagad på restaurang;751;316;23.8;3.5;18.7;3.2;6.6;1.4
Deg matpaj gräddad;752;445;30.4;15.3;38;0.9;4.6;1.5
Pirog u. fyllning gräddad;754;451;30.8;15.3;37.7;0.9;5.4;1
Deg smulpaj gräddad;755;482;27.8;13.8;52.2;15.6;4.7;0.4
Paj m. köttfärs;756;236;15.6;7.4;12.3;1.9;11.2;0.9
Paj m. kyckling bacon;757;226;15.3;7.6;12.1;1.9;9.4;1.1
Pirog m. köttfärs;758;243;13.1;4.1;20;2.7;9.6;1.7
Pizza m. skinka champinjoner lök sardeller;759;192;8.7;3.2;18.7;3.1;8.6;1.2
Paj m. köttfärs värmd frysvara;760;344;22.1;9.4;26.1;2;9.9;1.4
Pirog m. kött värmd frysvara;761;295;13.6;5.3;33.5;4.5;8.8;1.3
Pizza Capricciosa m. rökt skinka värmd kylvara el. frysvara;762;248;10.1;5.5;27;2.4;11.5;1.4
Pizza Capricciosa m. rökt skinka champinjon tillagad på restaurang;763;267;13.4;6.3;25;2.3;11;1.6
Pizza Pepperoni m. rökt korv värmd frysvara;764;235;7.8;3.1;30.5;5.8;9.1;1.7
Pizza pan pizza m. rökt griskött värmd frysvara;765;280;13.2;6.2;26.5;3.4;13.1;1.4
Pizza pan pizza m. rökt griskött tillagad på restaurang;766;238;9.2;4;26.3;3.8;11.4;1.5
Paj m. ost skinka värmd frysvara;767;319;21.4;10.3;20.3;1.4;11.1;1.3
Paj m. lax spenat;768;177;9.8;3.2;13.5;1.9;8.3;1.1
Pizza m. räkor musslor;769;219;11.2;4.1;19.2;1.9;9.8;1.1
Vol-au-vent m. räkstuvning;770;253;14.5;6.5;24.1;7.5;6.3;1.4
Paj m. skaldjur värmd frysvara;771;306;19.6;9.5;22;2.4;10.4;1.4
Pizza Marinara m. skaldjur tillagad på restaurang;772;258;12.7;6.8;22.2;2.1;12.9;1.5
Pizza veg.;773;165;8;2.9;16.4;3.4;5.7;0.7
Pizza Margherita m. ost tomatsås;774;224;10.5;4;23.1;3.6;8.1;0.9
Kycklingburgare m. bröd tillbehör;775;228;10.1;1.7;22.8;3.7;10.7;1.1
Fiskburgare m. bröd tillbehör;776;280;13.1;2.6;27.3;4.2;12.4;1.2
Baguette m. rostbiff potatissallad sallad;777;197;5.6;0.7;28.4;1.9;6.6;1
Baguette grov m. skaldjur tonfisk smögenröra sallad;778;189;6.1;0.4;26.2;3;5.7;0.7
Baguette grov m. ost skinka sallad lättmajonnäs;779;184;4.6;1.5;25.9;3;7.7;0.8
Bagel m. salami färskost sallad oliv;780;166;7.5;3.6;17.2;3.2;5.9;0.8
Sandwich m. räkor ägg sallad majonnäs;781;295;19.7;1.8;21.6;2.1;7.3;1.2
Sandwich m. rökt kalkon färskost soltorkad tomat sallad;782;180;5.3;1.2;21.2;3.8;10.3;1.9
Sandwich m. salami färskost sallad;783;164;6.4;2.4;16.2;4.5;9.1;1.5
Tunnbrödsrulle m. pastrami potatis sallad majonnäs;784;159;7.8;1.2;15.6;5.7;5.4;1
Wrap vetetortilla m. ris köttfärs majs ost;785;142;3.3;1.2;19.3;2.3;7.9;0.8
Wrap vetetortilla fajitas m. kyckling gräddfil sallad;786;136;7.1;1.8;11.1;4.2;5.7;1.2
Wrap vetetortilla enchilada m. köttfärs majschips ost sallad paprika tomat tomatsås;787;170;10.2;4.6;11.7;2.9;6.7;0.9
Falafel m. pitabröd sallad sesamsås pepperoni;788;150;5.7;0.9;17.3;2;5.2;1.4
Paj m. ost skinka mellanmjölk matlagningsgrädde hemlagad;789;286;19.8;9.2;15;1.2;11.4;0.9
Wrap vetetortilla m. fetaost oliver sallad vitlöksdressing;792;175;7.5;3.1;20.1;0.8;5.1;1
Matmuffins grov fullkorn m. getost fårost broccoli spenat soltorkade tomater;793;292;16;3.9;26;3.5;9.5;1.8
Pizzapålägg m. tomatsås skinka champinjoner hårdost;795;152;9.5;4.3;5.3;3.5;10.8;1.6
Paj m. ost skinka mellanmjölk hemlagad;796;235;15.6;7.6;13.3;2;10;1.3
Smörgåstårta el. landgång;797;238;15.5;4.5;15.1;2.5;8.7;1.2
Råris kokt m. salt;804;107;0.9;0.2;21.3;0.5;2.5;0.7
Rismjöl vitt;810;358;0.5;0.1;80.2;0.2;5.8;0
Risdiet flingor;811;371;1.1;0.3;80.9;0.3;7;0
Ris kinesiskt asiatiskt kokt u. salt tillagad på restaurang;814;144;1.2;0.2;30.1;0;2.7;0
Ris vildris okokt;817;360;1.1;0.2;68.7;3.2;14.7;0
Ris vildris kokt m. salt;818;102;0.3;0;19.5;0.7;4;0
Nudlar glasnudlar okokta;819;350;0.1;0;85.6;0.3;0.2;0
Vinbladsdolma m. ris konserv. veg.;824;162;11.3;1.7;11.5;2;2.5;1.5
Bovete hela el. krossade korn;825;353;2.5;0.4;70;1.2;9.6;0
Durra el. andra sorghumarter mjöl fullkorn;826;351;4.7;0.8;61.4;0.3;10.3;0
Hirs hela el. krossade korn fullkorn;827;352;2.9;0.6;68.4;0.6;10.5;0
Mannagryn;828;351;1.3;0.1;72.1;0.4;10.1;0
Bulgur;829;353;1.3;0.2;68.2;0.4;12.3;0
Bulgur kokt;830;129;1.2;0.2;23.1;0.3;4.3;0.3
Couscous;831;361;0.6;0.1;72.4;1.5;12.8;0
Couscous tillagad;832;108;0.2;0;21.8;0.2;3.8;0
Korngryn ångprep. fullkorn kokt m. salt;833;80;0.4;0;13.6;0;1.8;0.4
Hirs kokt m. salt fullkorn;834;77;0.6;0.1;15;0.1;2.3;0.5
Majsgryn polenta kokt m. salt;835;68;0.4;0.1;13.4;0.1;1.7;0.6
Apelsinris;836;94;3.7;2.2;12.9;7;2;0.2
Ris à la Malta m. grädde fett 40%;838;131;6.3;3.9;15.7;7.1;2.9;0.4
Risgrynskaka risgrynspudding;839;146;8;4.3;14.5;6.7;4.1;0.4
Rismål fett 6%;840;154;6.4;4.1;20.8;12;2.8;0.1
Rismål lätt fett 1,5%;841;103;1.5;1;19.9;8.8;2.1;0.1
Paella;842;146;6;1.6;11.9;0.6;11;1
Nudelsoppa m. risnudlar curry sesamolja;844;52;0.7;0.3;10.3;0.2;0.7;0.7
Pasta okokt;845;360;1.2;0.1;71.9;0.5;12.5;0
Pasta kokt u. salt;846;128;0.5;0;25.8;0.2;4.2;0
Pasta fullkorn okokt;848;345;1.5;0.2;66.6;0.5;11;0
Pasta färsk m. ägg;852;132;1.6;0.4;22.8;0.5;5.3;0.8
Stuvade makaroner;853;124;2.7;1.6;18.8;4.2;5.3;0.9
Pastagratäng makaronipudding;856;130;4.7;2.1;13.3;2;7.9;1.2
Spagetti m. köttfärssås;858;128;3.3;1.1;17;1.9;6.7;1.1
Ravioli m. sås frysvara el. konserv.;861;106;3.5;1.6;14.7;0.4;3.8;1.2
Tortellini m. kött;862;157;4.3;1.5;22.2;1.1;5.6;0.8
Lasagne m. spenat chèvre veg. ;866;143;7.1;3.5;12.2;3.3;6.7;1.4
Pastagratäng makaronipudding veg.;867;123;3.9;1.8;15;2.2;6.3;0.9
Lasagne värmd frysvara;869;124;5.1;2.6;13.2;3;5.3;0.9
Nudlar äggnudlar okokta;870;377;4.2;0.9;68.2;1.8;14;0
Tortellini m. ostfyllning veg.;872;186;5.3;3;25.7;1.2;7.2;1
Nudelsoppa olika smaker kryddad;873;81;3.4;1.1;9.4;0.5;1.9;0.9
Bondbönor torkade;874;318;1.7;0.2;41.9;3.5;25;0
Bruna bönor torkade;875;317;1.5;0.2;45.1;4.6;22;0.1
Röda bönor torkade;877;324;1.5;0.2;48;4.6;22;0
Röda bönor torkade kokta u. salt;878;108;0.5;0.1;14.5;1.5;7.8;0
Vita bönor torkade;879;319;1.6;0.2;45.7;4.6;22;0
Vita bönor torkade kokta u. salt;880;108;0.6;0.1;14.2;1.5;7.8;0
Kikärtor torkade;881;352;4.8;0.5;51;4.6;20.5;0.1
Mungbönor torkade kokta u. salt;883;112;0.7;0.2;14.5;0.4;8.6;0
Mungbönor torkade;886;320;1.3;0.4;44.5;1.2;24;0
